created_at,entry_id,field1
2019-12-11 08:21:08 UTC,811,-66.00
2019-12-11 08:21:28 UTC,812,-78.00
2019-12-11 08:21:48 UTC,813,-77.00
2019-12-11 08:22:08 UTC,814,-65.00
2019-12-11 08:22:28 UTC,815,-77.00
2019-12-11 08:22:48 UTC,816,-79.00
2019-12-11 08:23:08 UTC,817,-75.00
2019-12-11 08:23:28 UTC,818,-76.00
2019-12-11 08:23:48 UTC,819,-75.00
2019-12-11 08:24:08 UTC,820,-75.00
2019-12-11 08:24:28 UTC,821,-66.00
2019-12-11 08:24:48 UTC,822,-76.00
2019-12-11 08:25:08 UTC,823,-77.00
2019-12-11 08:25:28 UTC,824,-77.00
2019-12-11 08:25:48 UTC,825,-66.00
2019-12-11 08:26:08 UTC,826,-66.00
2019-12-11 08:26:28 UTC,827,-78.00
2019-12-11 08:26:48 UTC,828,-76.00
2019-12-11 08:27:08 UTC,829,-76.00
2019-12-11 08:27:28 UTC,830,-84.00
2019-12-11 08:27:48 UTC,831,-75.00
2019-12-11 08:28:08 UTC,832,-79.00
2019-12-11 08:28:28 UTC,833,-74.00
2019-12-11 08:28:48 UTC,834,-74.00
2019-12-11 08:29:08 UTC,835,-65.00
2019-12-11 08:29:28 UTC,836,-77.00
2019-12-11 08:29:48 UTC,837,-74.00
2019-12-11 08:30:08 UTC,838,-67.00
2019-12-11 08:30:28 UTC,839,-65.00
2019-12-11 08:30:48 UTC,840,-75.00
2019-12-11 08:31:08 UTC,841,-65.00
2019-12-11 08:31:28 UTC,842,-76.00
2019-12-11 08:31:48 UTC,843,-66.00
2019-12-11 08:32:08 UTC,844,-76.00
2019-12-11 08:32:28 UTC,845,-78.00
2019-12-11 08:32:48 UTC,846,-75.00
2019-12-11 08:33:08 UTC,847,-76.00
2019-12-11 08:33:28 UTC,848,-67.00
2019-12-11 08:33:48 UTC,849,-79.00
2019-12-11 08:34:08 UTC,850,-74.00
2019-12-11 08:34:28 UTC,851,-77.00
2019-12-11 08:34:48 UTC,852,-76.00
2019-12-11 08:35:08 UTC,853,-67.00
2019-12-11 08:35:28 UTC,854,-78.00
2019-12-11 08:35:48 UTC,855,-75.00
2019-12-11 08:36:08 UTC,856,-67.00
2019-12-11 08:36:28 UTC,857,-75.00
2019-12-11 08:36:48 UTC,858,-81.00
2019-12-11 08:37:08 UTC,859,-74.00
2019-12-11 08:37:28 UTC,860,-67.00
2019-12-11 08:37:48 UTC,861,-76.00
2019-12-11 08:38:08 UTC,862,-75.00
2019-12-11 08:38:28 UTC,863,-80.00
2019-12-11 08:38:48 UTC,864,-75.00
2019-12-11 08:39:08 UTC,865,-75.00
2019-12-11 08:39:28 UTC,866,-67.00
2019-12-11 08:39:48 UTC,867,-83.00
2019-12-11 08:40:08 UTC,868,-78.00
2019-12-11 08:40:28 UTC,869,-75.00
2019-12-11 08:40:48 UTC,870,-75.00
2019-12-11 08:41:08 UTC,871,-75.00
2019-12-11 08:41:28 UTC,872,-68.00
2019-12-11 08:41:48 UTC,873,-78.00
2019-12-11 08:42:08 UTC,874,-73.00
2019-12-11 08:42:28 UTC,875,-73.00
2019-12-11 08:42:48 UTC,876,-73.00
2019-12-11 08:43:08 UTC,877,-75.00
2019-12-11 08:43:28 UTC,878,-75.00
2019-12-11 08:43:48 UTC,879,-75.00
2019-12-11 08:44:08 UTC,880,-75.00
2019-12-11 08:44:28 UTC,881,-75.00
2019-12-11 08:44:48 UTC,882,-75.00
2019-12-11 08:45:08 UTC,883,-75.00
2019-12-11 08:45:28 UTC,884,-75.00
2019-12-11 08:45:48 UTC,885,-75.00
2019-12-11 08:46:08 UTC,886,-75.00
2019-12-11 08:46:28 UTC,887,-75.00
2019-12-11 08:46:48 UTC,888,-75.00
2019-12-11 08:47:08 UTC,889,-75.00
2019-12-11 08:47:28 UTC,890,-75.00
2019-12-11 08:47:48 UTC,891,-75.00
2019-12-11 08:48:08 UTC,892,-75.00
2019-12-11 08:48:28 UTC,893,-76.00
2019-12-11 08:48:48 UTC,894,-79.00
2019-12-11 08:49:08 UTC,895,-70.00
2019-12-11 08:49:28 UTC,896,-67.00
2019-12-11 08:49:48 UTC,897,-68.00
2019-12-11 08:50:08 UTC,898,-80.00
2019-12-11 08:50:28 UTC,899,-68.00
2019-12-11 08:50:48 UTC,900,-77.00
2019-12-11 08:51:08 UTC,901,-74.00
2019-12-11 08:51:28 UTC,902,-77.00
2019-12-11 08:51:48 UTC,903,-79.00
2019-12-11 08:52:08 UTC,904,-79.00
2019-12-11 08:52:28 UTC,905,-69.00
2019-12-11 08:52:48 UTC,906,-77.00
2019-12-11 08:53:08 UTC,907,-76.00
2019-12-11 08:53:28 UTC,908,-76.00
2019-12-11 08:53:48 UTC,909,-75.00
2019-12-11 08:54:08 UTC,910,-77.00
