created_at,entry_id,field1
2019-12-11 08:21:07 UTC,811,-77.00
2019-12-11 08:21:27 UTC,812,-76.00
2019-12-11 08:21:47 UTC,813,-100.00
2019-12-11 08:22:07 UTC,814,-83.00
2019-12-11 08:22:27 UTC,815,-75.00
2019-12-11 08:22:47 UTC,816,-65.00
2019-12-11 08:23:07 UTC,817,-83.00
2019-12-11 08:23:27 UTC,818,-78.00
2019-12-11 08:23:47 UTC,819,-77.00
2019-12-11 08:24:07 UTC,820,-78.00
2019-12-11 08:24:27 UTC,821,-76.00
2019-12-11 08:24:47 UTC,822,-66.00
2019-12-11 08:25:07 UTC,823,-76.00
2019-12-11 08:25:27 UTC,824,-66.00
2019-12-11 08:25:47 UTC,825,-66.00
2019-12-11 08:26:07 UTC,826,-66.00
2019-12-11 08:26:27 UTC,827,-84.00
2019-12-11 08:26:47 UTC,828,-66.00
2019-12-11 08:27:07 UTC,829,-84.00
2019-12-11 08:27:27 UTC,830,-81.00
2019-12-11 08:27:47 UTC,831,-65.00
2019-12-11 08:28:07 UTC,832,-75.00
2019-12-11 08:28:27 UTC,833,-83.00
2019-12-11 08:28:47 UTC,834,-65.00
2019-12-11 08:29:07 UTC,835,-80.00
2019-12-11 08:29:27 UTC,836,-65.00
2019-12-11 08:29:47 UTC,837,-85.00
2019-12-11 08:30:07 UTC,838,-83.00
2019-12-11 08:30:27 UTC,839,-83.00
2019-12-11 08:30:47 UTC,840,-85.00
2019-12-11 08:31:07 UTC,841,-78.00
2019-12-11 08:31:27 UTC,842,-80.00
2019-12-11 08:31:47 UTC,843,-79.00
2019-12-11 08:32:07 UTC,844,-65.00
2019-12-11 08:32:27 UTC,845,-65.00
2019-12-11 08:32:47 UTC,846,-82.00
2019-12-11 08:33:07 UTC,847,-66.00
2019-12-11 08:33:27 UTC,848,-75.00
2019-12-11 08:33:47 UTC,849,-66.00
2019-12-11 08:34:07 UTC,850,-76.00
2019-12-11 08:34:27 UTC,851,-84.00
2019-12-11 08:34:47 UTC,852,-75.00
2019-12-11 08:35:07 UTC,853,-76.00
2019-12-11 08:35:27 UTC,854,-78.00
2019-12-11 08:35:47 UTC,855,-74.00
2019-12-11 08:36:07 UTC,856,-73.00
2019-12-11 08:36:27 UTC,857,-78.00
2019-12-11 08:36:47 UTC,858,-65.00
2019-12-11 08:37:07 UTC,859,-82.00
2019-12-11 08:37:27 UTC,860,-77.00
2019-12-11 08:37:47 UTC,861,-66.00
2019-12-11 08:38:07 UTC,862,-79.00
2019-12-11 08:38:27 UTC,863,-68.00
2019-12-11 08:38:47 UTC,864,-67.00
2019-12-11 08:39:07 UTC,865,-66.00
2019-12-11 08:39:27 UTC,866,-67.00
2019-12-11 08:39:47 UTC,867,-66.00
2019-12-11 08:40:07 UTC,868,-67.00
2019-12-11 08:40:27 UTC,869,-87.00
2019-12-11 08:40:47 UTC,870,-87.00
2019-12-11 08:41:07 UTC,871,-87.00
2019-12-11 08:41:27 UTC,872,-87.00
2019-12-11 08:41:47 UTC,873,-83.00
2019-12-11 08:42:07 UTC,874,-66.00
2019-12-11 08:42:27 UTC,875,-66.00
2019-12-11 08:42:47 UTC,876,-66.00
2019-12-11 08:43:07 UTC,877,-67.00
2019-12-11 08:43:27 UTC,878,-67.00
2019-12-11 08:43:47 UTC,879,-67.00
2019-12-11 08:44:07 UTC,880,-67.00
2019-12-11 08:44:27 UTC,881,-67.00
2019-12-11 08:44:47 UTC,882,-67.00
2019-12-11 08:45:07 UTC,883,-67.00
2019-12-11 08:45:27 UTC,884,-67.00
2019-12-11 08:45:47 UTC,885,-67.00
2019-12-11 08:46:07 UTC,886,-67.00
2019-12-11 08:46:27 UTC,887,-67.00
2019-12-11 08:46:47 UTC,888,-67.00
2019-12-11 08:47:07 UTC,889,-67.00
2019-12-11 08:47:27 UTC,890,-67.00
2019-12-11 08:47:47 UTC,891,-67.00
2019-12-11 08:48:07 UTC,892,-67.00
2019-12-11 08:48:27 UTC,893,-68.00
2019-12-11 08:48:47 UTC,894,-75.00
2019-12-11 08:49:07 UTC,895,-66.00
2019-12-11 08:49:27 UTC,896,-83.00
2019-12-11 08:49:47 UTC,897,-66.00
2019-12-11 08:50:07 UTC,898,-77.00
2019-12-11 08:50:27 UTC,899,-76.00
2019-12-11 08:50:47 UTC,900,-90.00
2019-12-11 08:51:07 UTC,901,-66.00
2019-12-11 08:51:27 UTC,902,-67.00
2019-12-11 08:51:47 UTC,903,-76.00
2019-12-11 08:52:07 UTC,904,-89.00
2019-12-11 08:52:27 UTC,905,-68.00
2019-12-11 08:52:47 UTC,906,-67.00
2019-12-11 08:53:07 UTC,907,-67.00
2019-12-11 08:53:27 UTC,908,-76.00
2019-12-11 08:53:47 UTC,909,-83.00
2019-12-11 08:54:07 UTC,910,-85.00
