created_at,entry_id,field1
2019-12-11 05:42:07 UTC,334,-76.00
2019-12-11 05:42:27 UTC,335,-77.00
2019-12-11 05:42:47 UTC,336,-65.00
2019-12-11 05:43:07 UTC,337,-78.00
2019-12-11 05:43:27 UTC,338,-76.00
2019-12-11 05:43:47 UTC,339,-66.00
2019-12-11 05:44:07 UTC,340,-65.00
2019-12-11 05:44:27 UTC,341,-67.00
2019-12-11 05:44:47 UTC,342,-78.00
2019-12-11 05:45:07 UTC,343,-77.00
2019-12-11 05:45:27 UTC,344,-90.00
2019-12-11 05:45:47 UTC,345,-78.00
2019-12-11 05:46:07 UTC,346,-78.00
2019-12-11 05:46:27 UTC,347,-77.00
2019-12-11 05:46:47 UTC,348,-66.00
2019-12-11 05:47:07 UTC,349,-75.00
2019-12-11 05:47:27 UTC,350,-65.00
2019-12-11 05:47:47 UTC,351,-65.00
2019-12-11 05:48:07 UTC,352,-83.00
2019-12-11 05:48:27 UTC,353,-65.00
2019-12-11 05:48:47 UTC,354,-86.00
2019-12-11 05:49:07 UTC,355,-65.00
2019-12-11 05:49:27 UTC,356,-77.00
2019-12-11 05:49:47 UTC,357,-66.00
2019-12-11 05:50:07 UTC,358,-66.00
2019-12-11 05:50:27 UTC,359,-79.00
2019-12-11 05:50:47 UTC,360,-65.00
2019-12-11 05:51:07 UTC,361,-66.00
2019-12-11 05:51:27 UTC,362,-66.00
2019-12-11 05:51:47 UTC,363,-80.00
2019-12-11 05:52:07 UTC,364,-82.00
2019-12-11 05:52:27 UTC,365,-66.00
2019-12-11 05:52:47 UTC,366,-66.00
2019-12-11 05:53:07 UTC,367,-88.00
2019-12-11 05:53:27 UTC,368,-78.00
2019-12-11 05:53:47 UTC,369,-65.00
2019-12-11 05:54:07 UTC,370,-65.00
2019-12-11 05:54:27 UTC,371,-83.00
2019-12-11 05:54:47 UTC,372,-77.00
2019-12-11 05:55:07 UTC,373,-65.00
2019-12-11 05:55:27 UTC,374,-77.00
2019-12-11 05:55:47 UTC,375,-65.00
2019-12-11 05:56:07 UTC,376,-78.00
2019-12-11 05:56:27 UTC,377,-66.00
2019-12-11 05:56:47 UTC,378,-76.00
2019-12-11 05:57:07 UTC,379,-90.00
2019-12-11 05:57:27 UTC,380,-65.00
2019-12-11 05:57:47 UTC,381,-66.00
2019-12-11 05:58:07 UTC,382,-65.00
2019-12-11 05:58:27 UTC,383,-89.00
2019-12-11 05:58:47 UTC,384,-79.00
2019-12-11 05:59:07 UTC,385,-77.00
2019-12-11 05:59:27 UTC,386,-66.00
2019-12-11 05:59:47 UTC,387,-86.00
2019-12-11 06:00:07 UTC,388,-77.00
2019-12-11 06:00:27 UTC,389,-77.00
2019-12-11 06:00:47 UTC,390,-77.00
2019-12-11 06:01:07 UTC,391,-89.00
2019-12-11 06:01:27 UTC,392,-77.00
2019-12-11 06:01:47 UTC,393,-82.00
2019-12-11 06:02:07 UTC,394,-66.00
2019-12-11 06:02:27 UTC,395,-77.00
2019-12-11 06:02:47 UTC,396,-78.00
2019-12-11 06:03:07 UTC,397,-76.00
2019-12-11 06:03:27 UTC,398,-65.00
2019-12-11 06:03:47 UTC,399,-83.00
2019-12-11 06:04:07 UTC,400,-65.00
2019-12-11 06:04:27 UTC,401,-78.00
2019-12-11 06:04:47 UTC,402,-65.00
2019-12-11 06:05:07 UTC,403,-87.00
2019-12-11 06:05:27 UTC,404,-65.00
2019-12-11 06:05:47 UTC,405,-75.00
2019-12-11 06:06:07 UTC,406,-75.00
2019-12-11 06:06:27 UTC,407,-75.00
2019-12-11 06:06:47 UTC,408,-74.00
2019-12-11 06:07:07 UTC,409,-65.00
2019-12-11 06:07:27 UTC,410,-76.00
2019-12-11 06:07:47 UTC,411,-76.00
2019-12-11 06:08:07 UTC,412,-66.00
2019-12-11 06:08:27 UTC,413,-65.00
2019-12-11 06:08:47 UTC,414,-65.00
2019-12-11 06:09:07 UTC,415,-78.00
2019-12-11 06:09:27 UTC,416,-65.00
2019-12-11 06:09:47 UTC,417,-66.00
2019-12-11 06:10:07 UTC,418,-65.00
2019-12-11 06:10:27 UTC,419,-76.00
2019-12-11 06:10:47 UTC,420,-77.00
2019-12-11 06:11:07 UTC,421,-77.00
2019-12-11 06:11:27 UTC,422,-86.00
2019-12-11 06:11:47 UTC,423,-76.00
2019-12-11 06:12:07 UTC,424,-86.00
2019-12-11 06:12:27 UTC,425,-81.00
2019-12-11 06:12:47 UTC,426,-83.00
2019-12-11 06:13:07 UTC,427,-65.00
2019-12-11 06:13:27 UTC,428,-65.00
2019-12-11 06:13:47 UTC,429,-65.00
2019-12-11 06:14:07 UTC,430,-75.00
2019-12-11 06:14:27 UTC,431,-65.00
2019-12-11 06:14:47 UTC,432,-89.00
2019-12-11 06:15:07 UTC,433,-75.00
