-73.36363636363636,1575960360000,0
-73.83333333333333,1575960420000,0
-73.91666666666667,1575960480000,0
-73.25,1575960540000,0
-72.91666666666667,1575960600000,0
-74.25,1575960660000,0
-73.25,1575960720000,0
-73.58333333333333,1575960780000,0
-74.5,1575960840000,0
-73.83333333333333,1575960900000,0
-71.83333333333333,1575960960000,0
-74.5,1575961020000,0
-74.0,1575961080000,0
-75.08333333333333,1575961140000,0
-73.75,1575961200000,0
-73.25,1575961260000,0
-73.25,1575961320000,0
-73.33333333333333,1575961380000,0
-74.08333333333333,1575961440000,0
-73.41666666666667,1575961500000,0
-72.08333333333333,1575961560000,0
-73.83333333333333,1575961620000,0
-73.5,1575961680000,0
-72.16666666666667,1575961740000,0
-74.16666666666667,1575961800000,0
-72.91666666666667,1575961860000,0
-74.0,1575961920000,0
