-69.27272727272727,1575960360000,36192
-70.75,1575960420000,36192
-70.08333333333333,1575960480000,36192
-71.16666666666667,1575960540000,36192
-69.75,1575960600000,36192
-68.08333333333333,1575960660000,36192
-68.33333333333333,1575960720000,36192
-69.5,1575960780000,36192
-68.0,1575960840000,36192
-69.58333333333333,1575960900000,36192
-69.58333333333333,1575960960000,36192
-70.0,1575961020000,36192
-70.08333333333333,1575961080000,36192
-72.33333333333333,1575961140000,36192
-71.33333333333333,1575961200000,36192
-67.25,1575961260000,36192
-72.41666666666667,1575961320000,36192
-68.75,1575961380000,36192
-68.7,1575961440000,36192
-72.16666666666667,1575961500000,36192
-70.16666666666667,1575961560000,36192
-69.41666666666667,1575961620000,36192
-69.33333333333333,1575961680000,36192
-70.08333333333333,1575961740000,36192
-70.66666666666667,1575961800000,36192
-71.5,1575961860000,36192
-71.08333333333333,1575961920000,36192
